SURVYEAR	LFSSTAT	PROV	SEX	TENURE	UNION	HRLYEARN	HOURS	EDUC	AGE	ANNUAL_WAGE
2012	Employed,	ON	Female	240	No	30.22	35	Ba or More	45-59	55000.4
2012	Employed,	BC	Male	145	No	20.76	37	Some PS	30-44	39942.24
2012	Employed,	BC	Male	99	No	12	23	Some PS	15-29	14352
2012	Employed,	BC	Male	14	No	10	40	Ba or More	45-59	20800
2012	Employed,	QC	Male	96	Yes	28	40	HS Grad	30-44	58240
2012	Employed,	ON	Female	80	NA	NA	2	HS Grad	60+	NA
2012	Employed,	ON	Male	57	No	11	16	HS Grad	15-29	9152
2012	Employed,	QC	Female	24	No	9.5	15	HS Dropout	15-29	7410
2012	Employed,	ON	Female	1	No	10.25	15	HS Dropout	15-29	7995
2012	Unemployed	ON	Male	NA	NA	NA	NA	Some PS	45-59	NA
2012	Employed,	AB	Male	2	No	30	33	HS Grad	30-44	51480
2012	Employed,	ON	Female	6	No	14.42	40	Some PS	15-29	29993.6
2012	Unemployed	QC	Male	NA	NA	NA	NA	Some PS	15-29	NA
2012	Employed,	QC	Male	9	Yes	9	40	HS Grad	15-29	18720
2012	Unemployed	ON	Male	NA	NA	NA	NA	HS Grad	30-44	NA
2012	Employed,	AB	Female	4	No	10.55	35.5	Some PS	15-29	19475.3
2012	Employed,	BC	Female	79	Yes	29.12	35	Ba or More	45-59	52998.4
2012	Employed,	QC	Male	240	NA	NA	40	Some PS	45-59	NA
2012	Employed,	AB	Female	10	No	10.25	15	HS Dropout	15-29	7995
2012	Employed,	AB	Female	7	No	20	26	Ba or More	15-29	27040
2012	Employed,	ON	Female	17	No	8.21	37.5	HS Grad	45-59	16009.5
2012	Employed,	QC	Female	240	No	23.08	35	HS Grad	45-59	42005.6
2012	Employed,	AB	Female	51	No	20	15	Some PS	15-29	15600
2012	Employed,	ON	Female	116	Yes	24.93	42	HS Grad	45-59	54447.12
2012	Employed,	ON	Female	4	No	24.04	40	Ba or More	15-29	50003.2
2012	Employed,	ON	Male	8	No	11.25	15	Some PS	15-29	8775
2012	Employed,	QC	Male	6	Yes	26	40	Some PS	15-29	54080
2012	Employed,	ON	Female	240	No	22	37.5	Some PS	45-59	42900
2012	Employed,	ON	Female	109	Yes	20	40	Ba or More	30-44	41600
2012	Employed,	BC	Male	133	Yes	37.89	40	Some PS	30-44	78811.2
2012	Employed,	QC	Female	156	NA	NA	40	HS Dropout	60+	NA
2012	Employed,	QC	Male	142	Yes	24.57	40	Ba or More	30-44	51105.6
2012	Employed,	AB	Female	22	NA	NA	21	HS Dropout	15-29	NA
2012	Employed,	QC	Female	47	No	14	24	Some PS	45-59	17472
2012	Employed,	BC	Female	43	No	30	7	Ba or More	30-44	10920
2012	Employed,	BC	Male	240	NA	NA	20	Some PS	60+	NA
2012	Employed,	ON	Male	240	No	15	40	Ba or More	45-59	31200
2012	Employed,	ON	Male	15	No	18.5	45	Some PS	15-29	43290
2012	Employed,	ON	Male	240	NA	NA	99	Some PS	45-59	NA
2012	Employed,	QC	Female	9	Yes	12	20	Some PS	15-29	12480
2012	Employed,	QC	Female	240	No	13.99	55	HS Dropout	45-59	40011.4
2012	Employed,	QC	Male	58	No	18.75	12	Some PS	15-29	11700
2012	Employed,	ON	Male	166	No	71.79	37.5	Ba or More	30-44	139990.5
2012	Employed,	ON	Male	240	NA	NA	20	Ba or More	60+	NA
2012	Employed,	ON	Male	240	NA	NA	80	HS Grad	45-59	NA
2012	Employed,	AB	Female	43	Yes	15.33	16	Some PS	60+	12754.56
2012	Employed,	ON	Male	94	No	48.08	40	Ba or More	60+	100006.4
2012	Employed,	AB	Male	145	Yes	48.21	36.3	Some PS	30-44	91001.196
2012	Employed,	ON	Male	12	No	15	40	Some PS	30-44	31200
2012	Employed,	BC	Female	41	No	44.87	40	HS Grad	30-44	93329.6
2012	Employed,	AB	Male	150	No	72.12	40	Some PS	30-44	150009.6
2012	Employed,	QC	Male	22	Yes	30	40	Some PS	30-44	62400
2012	Employed,	ON	Female	1	No	15	20	Ba or More	30-44	15600
2012	Employed,	BC	Female	22	No	10.5	20	HS Grad	15-29	10920
2012	Employed,	ON	Male	240	No	60.1	40	Some PS	45-59	125008
2012	Employed,	BC	Male	72	No	10	32	HS Grad	45-59	16640
2012	Employed,	ON	Female	6	No	8.9	25	Some PS	15-29	11570
2012	Employed,	QC	Female	51	Yes	39.58	28	Ba or More	45-59	57628.48
2012	Employed,	AB	Male	240	No	32.21	40	HS Dropout	45-59	66996.8
2012	Employed,	QC	Male	240	No	35.71	35	Some PS	60+	64992.2
2012	Unemployed	ON	Female	NA	NA	NA	NA	Some PS	30-44	NA
2012	Employed,	BC	Female	20	Yes	22	40	Ba or More	30-44	45760
2012	Unemployed	ON	Female	NA	NA	NA	NA	HS Dropout	15-29	NA
2012	Employed,	AB	Female	56	No	22	40	HS Grad	60+	45760
2012	Employed,	QC	Female	240	No	14	35	Ba or More	45-59	25480
2012	Employed,	BC	Male	240	No	31.25	40	Some PS	45-59	65000
2012	Employed,	ON	Male	172	NA	NA	40	Ba or More	30-44	NA
2012	Unemployed	QC	Female	NA	NA	NA	NA	HS Dropout	15-29	NA
2012	Employed,	BC	Male	7	No	24.5	30	HS Grad	30-44	38220
2012	Employed,	QC	Male	107	No	13.25	40	HS Dropout	45-59	27560
2012	Employed,	AB	Female	240	No	22	25	HS Grad	45-59	28600
2012	Employed,	QC	Male	42	No	45.67	40	Ba or More	30-44	94993.6
2012	Unemployed	ON	Male	NA	NA	NA	NA	HS Grad	30-44	NA
2012	Employed,	QC	Female	89	No	12	22	Some PS	45-59	13728
2012	Employed,	AB	Female	44	No	16.15	40	HS Grad	15-29	33592
2012	Employed,	ON	Female	17	No	15	28	HS Grad	45-59	21840
2012	Unemployed	QC	Male	NA	NA	NA	NA	Some PS	15-29	NA
2012	Employed,	QC	Male	24	Yes	35.45	45	HS Grad	30-44	82953
2012	Employed,	AB	Male	83	No	27.69	50	Some PS	30-44	71994
2012	Employed,	AB	Male	111	NA	NA	45	HS Dropout	45-59	NA
2012	Employed,	ON	Male	99	No	14.5	40	Some PS	30-44	30160
2012	Employed,	ON	Female	55	Yes	16	5	Some PS	30-44	4160
2012	Employed,	QC	Female	20	No	11.27	12	Some PS	45-59	7032.48
2012	Employed,	BC	Female	4	No	14	40	Ba or More	15-29	29120
2012	Employed,	BC	Female	199	NA	NA	15	Some PS	60+	NA
2012	Employed,	ON	Male	21	NA	NA	50	Some PS	30-44	NA
2012	Employed,	ON	Female	240	No	21.37	45	Some PS	45-59	50005.8
2012	Unemployed	BC	Female	NA	NA	NA	NA	HS Dropout	15-29	NA
2012	Employed,	ON	Male	240	No	10.49	40	Some PS	45-59	21819.2
2012	Employed,	BC	Female	3	Yes	35.19	40	Ba or More	30-44	73195.2
2012	Employed,	BC	Male	169	NA	NA	50	Ba or More	45-59	NA
2012	Employed,	ON	Female	230	NA	NA	16	Some PS	45-59	NA
2012	Employed,	BC	Female	240	Yes	27.5	32	HS Grad	45-59	45760
2012	Employed,	ON	Male	1	No	10.75	10	Some PS	15-29	5590
2012	Employed,	BC	Male	59	Yes	41.76	35	Ba or More	60+	76003.2
2012	Employed,	QC	Female	13	No	9.65	7	HS Dropout	15-29	3512.6
2012	Employed,	QC	Male	50	NA	NA	60	Some PS	30-44	NA
2012	Employed,	ON	Female	27	No	15	25	Some PS	15-29	19500
2012	Employed,	QC	Female	240	No	25	21	HS Grad	45-59	27300
2012	Employed,	ON	Female	82	Yes	11.25	15	Some PS	15-29	8775
2012	Employed,	ON	Male	240	NA	NA	30	HS Dropout	60+	NA
2012	Employed,	QC	Female	3	Yes	20.5	10	Some PS	30-44	10660
2012	Employed,	BC	Male	20	No	20	40	Ba or More	45-59	41600
2012	Employed,	BC	Female	137	Yes	26.52	40	Ba or More	45-59	55161.6
2012	Employed,	BC	Female	199	Yes	45	35	Ba or More	45-59	81900
2012	Employed,	BC	Male	130	NA	NA	57	Some PS	30-44	NA
2012	Employed,	ON	Male	68	No	30.77	37.5	Some PS	45-59	60001.5
2012	Employed,	QC	Female	144	Yes	37.18	30	Ba or More	30-44	58000.8
2012	Employed,	QC	Male	135	Yes	20.7	40	Some PS	30-44	43056
2012	Employed,	AB	Female	94	No	19.86	40	Some PS	15-29	41308.8
2012	Employed,	ON	Female	186	Yes	10.35	20	HS Dropout	30-44	10764
2012	Employed,	AB	Male	9	No	18	40	HS Grad	15-29	37440
2012	Employed,	ON	Male	240	Yes	34.9	42	Some PS	45-59	76221.6
2012	Employed,	BC	Female	74	NA	NA	10	HS Grad	45-59	NA
2012	Employed,	ON	Female	73	No	50.17	37.5	Ba or More	30-44	97831.5
2012	Employed,	BC	Male	24	Yes	24.5	50	Some PS	15-29	63700
2012	Employed,	QC	Male	68	NA	NA	45	Some PS	30-44	NA
2012	Employed,	BC	Male	240	No	23	40	HS Grad	45-59	47840
2012	Employed,	ON	Female	55	No	26.5	45	Some PS	30-44	62010
2012	Employed,	BC	Male	48	Yes	30	22	Some PS	30-44	34320
2012	Employed,	AB	Male	66	No	15	23	Ba or More	15-29	17940
2012	Employed,	AB	Male	18	No	9.6	2	HS Dropout	15-29	998.4
2012	Employed,	ON	Male	121	No	21.63	45	Ba or More	45-59	50614.2
2012	Employed,	AB	Female	6	No	9.44	30	HS Dropout	15-29	14726.4
2012	Employed,	ON	Female	67	Yes	18.24	28	Ba or More	30-44	26557.44
2012	Employed,	ON	Female	174	NA	NA	10	HS Grad	60+	NA
2012	Employed,	QC	Female	240	Yes	45	16	Ba or More	45-59	37440
2012	Employed,	ON	Female	27	No	36.54	40	Some PS	45-59	76003.2
2012	Employed,	ON	Female	3	No	35.1	36	Ba or More	45-59	65707.2
2012	Employed,	BC	Male	78	Yes	22	40	HS Grad	45-59	45760
2012	Employed,	ON	Female	138	Yes	28	35.5	Some PS	30-44	51688
2012	Employed,	ON	Male	146	No	11	5	Ba or More	45-59	2860
2012	Employed,	ON	Male	240	No	18	50	HS Grad	45-59	46800
2012	Employed,	ON	Male	235	Yes	44.71	40	Ba or More	45-59	92996.8
2012	Employed,	BC	Male	23	NA	NA	50	Some PS	30-44	NA
2012	Unemployed	BC	Female	NA	NA	NA	NA	Ba or More	30-44	NA
2012	Employed,	QC	Male	156	NA	NA	40	Some PS	30-44	NA
2012	Employed,	AB	Female	3	No	18	32	Some PS	30-44	29952
2012	Employed,	BC	Female	46	No	13	30	Some PS	60+	20280
2012	Employed,	AB	Male	240	Yes	46.7	35	HS Grad	45-59	84994
2012	Employed,	BC	Male	31	No	39.49	37.5	Ba or More	45-59	77005.5
2012	Employed,	QC	Female	240	No	14.11	30	Some PS	45-59	22011.6
2012	Employed,	ON	Male	132	No	40.38	40	Ba or More	30-44	83990.4
2012	Employed,	ON	Female	43	No	12.25	12	HS Grad	45-59	7644
2012	Employed,	QC	Female	1	Yes	48.19	20	Some PS	30-44	50117.6
2012	Employed,	BC	Male	162	Yes	26	48	Some PS	45-59	64896
2012	Employed,	QC	Female	173	Yes	20.6	28	Some PS	45-59	29993.6
2012	Employed,	QC	Female	1	Yes	11	16	HS Grad	45-59	9152
2012	Employed,	QC	Male	99	NA	NA	50	Some PS	30-44	NA
2012	Employed,	QC	Male	9	No	17	8	Some PS	15-29	7072
2012	Employed,	ON	Female	10	No	8.9	26	HS Grad	45-59	12032.8
2012	Employed,	BC	Female	31	No	33.65	40	Ba or More	30-44	69992
2012	Employed,	AB	Male	3	No	25.64	37.5	HS Grad	15-29	49998
2012	Employed,	AB	Male	75	No	52.88	40	Ba or More	30-44	109990.4
2012	Employed,	ON	Female	112	Yes	42.79	35	Ba or More	30-44	77877.8
2012	Employed,	ON	Female	1	No	10.25	18	Some PS	15-29	9594
2012	Employed,	QC	Female	150	No	23	37.5	HS Grad	45-59	44850
2012	Employed,	ON	Male	159	Yes	22.25	37.5	Some PS	60+	43387.5
2012	Employed,	ON	Male	187	NA	NA	50	Some PS	45-59	NA
2012	Employed,	QC	Male	101	Yes	29.37	35	Some PS	30-44	53453.4
2012	Unemployed	ON	Male	NA	NA	NA	NA	Some PS	45-59	NA
2012	Employed,	BC	Female	240	NA	NA	6	Some PS	60+	NA
2012	Employed,	QC	Male	240	No	4.12	91	HS Dropout	30-44	19495.84
2012	Employed,	AB	Male	9	No	26.29	35	HS Grad	30-44	47847.8
2012	Employed,	ON	Female	137	No	9.44	36	Some PS	30-44	17671.68
2012	Unemployed	ON	Female	NA	NA	NA	NA	Some PS	60+	NA
2012	Employed,	ON	Female	118	Yes	29.76	33.8	Ba or More	30-44	52306.176
2012	Employed,	AB	Female	9	No	32	37.5	Ba or More	15-29	62400
2012	Unemployed	ON	Male	NA	NA	NA	NA	Some PS	45-59	NA
2012	Employed,	ON	Male	16	No	14	40	Ba or More	45-59	29120
2012	Employed,	QC	Male	11	Yes	19	42	Some PS	30-44	41496
2012	Employed,	AB	Male	99	NA	NA	60	Some PS	30-44	NA
2012	Employed,	BC	Male	9	Yes	12.3	21	HS Grad	15-29	13431.6
2012	Employed,	BC	Female	3	NA	NA	48	Some PS	45-59	NA
2012	Employed,	AB	Female	5	No	10	40	HS Grad	30-44	20800
2012	Employed,	ON	Female	240	Yes	45.67	40	Ba or More	45-59	94993.6
2012	Employed,	BC	Female	168	NA	NA	30	Some PS	45-59	NA
2012	Employed,	ON	Male	31	NA	NA	4	HS Dropout	15-29	NA
2012	Employed,	QC	Female	19	Yes	10	40	Some PS	15-29	20800
2012	Employed,	QC	Female	14	NA	NA	30	Some PS	15-29	NA
2012	Employed,	BC	Male	56	No	24	40	Ba or More	30-44	49920
2012	Employed,	AB	Female	4	No	15	37.5	Ba or More	30-44	29250
2012	Employed,	QC	Male	23	No	44.23	40	HS Grad	30-44	91998.4
2012	Employed,	ON	Male	11	No	18.46	40	HS Dropout	45-59	38396.8
2012	Employed,	AB	Female	163	Yes	25.57	40	Some PS	30-44	53185.6
2012	Employed,	ON	Male	25	No	15	40	Some PS	15-29	31200
2012	Unemployed	ON	Male	NA	NA	NA	NA	Some PS	30-44	NA
2012	Employed,	QC	Male	66	No	13.9	37	Some PS	30-44	26743.6
2012	Employed,	BC	Female	54	Yes	38	44	Ba or More	30-44	86944
2012	Employed,	ON	Female	5	No	13	28	Some PS	30-44	18928
2012	Employed,	AB	Male	15	No	31.25	40	Ba or More	30-44	65000
2012	Employed,	AB	Female	31	No	13	20	HS Grad	30-44	13520
2012	Employed,	BC	Male	5	No	6.92	40	Ba or More	45-59	14393.6
2012	Employed,	ON	Female	240	No	21.03	37.5	HS Grad	45-59	41008.5
2012	Unemployed	QC	Female	NA	NA	NA	NA	Some PS	45-59	NA
2012	Employed,	AB	Male	18	No	16.94	40	HS Grad	15-29	35235.2
2012	Employed,	ON	Male	240	No	26.71	36	Some PS	45-59	50001.12
2012	Employed,	QC	Female	59	No	20.3	35	Ba or More	15-29	36946
2012	Employed,	AB	Male	115	NA	NA	80	HS Grad	45-59	NA
2012	Employed,	AB	Male	14	NA	NA	47.5	Some PS	60+	NA
2012	Unemployed	QC	Male	NA	NA	NA	NA	Some PS	45-59	NA
2012	Employed,	QC	Female	9	NA	NA	28	HS Dropout	45-59	NA
2012	Employed,	ON	Male	240	NA	NA	50	Some PS	30-44	NA
2012	Employed,	ON	Female	240	NA	NA	10	HS Dropout	45-59	NA
2012	Employed,	BC	Male	127	No	48.08	40	Some PS	45-59	100006.4
2012	Employed,	ON	Male	130	No	21.5	40	HS Dropout	30-44	44720
2012	Employed,	QC	Male	101	No	20	40	Some PS	45-59	41600
2012	Employed,	ON	Male	129	NA	NA	55	Some PS	30-44	NA
2012	Employed,	AB	Male	8	No	29	84	HS Dropout	15-29	126672
2012	Employed,	AB	Male	46	No	12.5	8	HS Grad	15-29	5200
2012	Employed,	ON	Male	240	No	37.5	60	Some PS	45-59	117000
2012	Employed,	ON	Female	23	Yes	18.36	24	Some PS	30-44	22913.28
2012	Employed,	AB	Male	37	No	29.5	40	Some PS	15-29	61360
2012	Employed,	AB	Female	238	Yes	32.81	31	Some PS	45-59	52889.72
2012	Employed,	AB	Male	22	No	16.5	14	HS Dropout	15-29	12012
2012	Employed,	QC	Male	5	No	9.65	12	HS Dropout	15-29	6021.6
2012	Employed,	BC	Female	9	No	9.75	37	HS Dropout	30-44	18759
2012	Unemployed	BC	Male	NA	NA	NA	NA	Ba or More	15-29	NA
2012	Employed,	AB	Male	133	NA	NA	40	Ba or More	45-59	NA
2012	Employed,	AB	Male	2	Yes	48.33	42	HS Grad	30-44	105552.72
2012	Unemployed	BC	Male	NA	NA	NA	NA	HS Grad	15-29	NA
2012	Employed,	AB	Male	22	Yes	21	48	HS Grad	15-29	52416
2012	Employed,	ON	Male	22	No	30	44	HS Grad	30-44	68640
2012	Employed,	QC	Male	240	NA	NA	60	HS Dropout	60+	NA
2012	Employed,	AB	Female	97	No	15.5	40	Some PS	45-59	32240
2012	Employed,	BC	Female	31	No	10.5	24	HS Grad	30-44	13104
2012	Employed,	AB	Male	75	No	72.12	40	Ba or More	45-59	150009.6
2012	Employed,	QC	Male	18	NA	NA	50	Ba or More	15-29	NA
2012	Employed,	AB	Female	58	No	30.33	35	Some PS	30-44	55200.6
2012	Employed,	QC	Female	169	Yes	26.73	32	Ba or More	30-44	44478.72
2012	Employed,	ON	Female	240	Yes	19.81	40	Some PS	45-59	41204.8
2012	Unemployed	BC	Female	NA	NA	NA	NA	Ba or More	30-44	NA
2012	Unemployed	QC	Male	NA	NA	NA	NA	HS Dropout	45-59	NA
2012	Employed,	ON	Male	118	No	28.85	40	Some PS	45-59	60008
2012	Employed,	BC	Male	122	No	28.85	40	HS Grad	30-44	60008
2012	Employed,	BC	Male	2	No	26	40	Some PS	30-44	54080
2012	Employed,	ON	Female	87	No	12.5	40	Ba or More	30-44	26000
2012	Employed,	ON	Male	240	Yes	22.12	40	HS Dropout	45-59	46009.6
2012	Employed,	BC	Male	240	No	51.92	40	Some PS	45-59	107993.6
2012	Employed,	ON	Female	59	No	14	12	Some PS	15-29	8736
2012	Employed,	QC	Female	40	Yes	16.77	38.8	Some PS	30-44	33835.152
2012	Employed,	QC	Female	240	Yes	33	37.5	Some PS	45-59	64350
2012	Employed,	ON	Male	137	No	26	40	HS Grad	30-44	54080
2012	Employed,	QC	Male	72	No	35.86	37	Ba or More	30-44	68994.64
2012	Employed,	BC	Male	9	No	9.75	12	HS Dropout	15-29	6084
2012	Employed,	BC	Male	10	No	27	40	HS Dropout	30-44	56160
2012	Employed,	BC	Female	216	Yes	17.81	37.5	HS Grad	45-59	34729.5
2012	Employed,	AB	Male	7	No	21.5	40	Some PS	30-44	44720
2012	Employed,	BC	Male	15	No	61.54	40	Some PS	45-59	128003.2
2012	Employed,	AB	Male	91	No	25	56	HS Grad	30-44	72800
2012	Employed,	QC	Male	20	No	9.65	20	HS Grad	15-29	10036
2012	Employed,	QC	Female	149	Yes	42.07	32	Ba or More	45-59	70004.48
2012	Employed,	QC	Female	144	Yes	30.29	40	Ba or More	30-44	63003.2
2012	Unemployed	ON	Female	NA	NA	NA	NA	HS Grad	15-29	NA
2012	Employed,	ON	Male	116	No	21.25	40	HS Dropout	60+	44200
2012	Employed,	QC	Male	12	No	16	50	HS Dropout	15-29	41600
2012	Employed,	ON	Male	8	No	11.25	40	HS Grad	15-29	23400
2012	Unemployed	BC	Male	NA	NA	NA	NA	Some PS	30-44	NA
2012	Unemployed	QC	Male	NA	NA	NA	NA	Some PS	45-59	NA
2012	Unemployed	ON	Female	NA	NA	NA	NA	HS Dropout	15-29	NA
2012	Employed,	AB	Female	78	NA	NA	10	HS Grad	15-29	NA
2012	Employed,	ON	Male	34	No	29.06	40	Some PS	15-29	60444.8
2012	Employed,	QC	Male	8	No	10	35	Some PS	30-44	18200
2012	Employed,	ON	Male	98	NA	NA	50	HS Grad	45-59	NA
2012	Employed,	QC	Male	20	No	10	13.5	HS Grad	60+	7020
2012	Employed,	ON	Male	43	No	39.52	48	HS Dropout	45-59	98641.92
2012	Employed,	QC	Male	209	Yes	40.06	36	Some PS	45-59	74992.32
2012	Employed,	BC	Male	240	Yes	13.75	40	Some PS	60+	28600
2012	Employed,	ON	Male	116	NA	NA	45	Ba or More	45-59	NA
2012	Employed,	ON	Male	162	No	48.08	40	Some PS	60+	100006.4
2012	Employed,	AB	Female	7	No	11.5	40	Some PS	30-44	23920
2012	Employed,	QC	Male	30	No	45	11	Ba or More	15-29	25740
2012	Employed,	QC	Female	240	No	11	30	Some PS	45-59	17160
2012	Employed,	ON	Male	240	No	26.67	37.5	Some PS	60+	52006.5
2012	Employed,	QC	Male	162	No	31.19	37	Some PS	45-59	60009.56
2012	Employed,	AB	Male	62	No	20	40	HS Grad	30-44	41600
2012	Employed,	ON	Male	10	Yes	9.75	15	HS Dropout	15-29	7605
2012	Employed,	AB	Male	16	NA	NA	40	Some PS	15-29	NA
2012	Employed,	ON	Female	41	No	25.37	40	HS Dropout	45-59	52769.6
2012	Employed,	QC	Male	240	No	25.64	40	HS Dropout	45-59	53331.2
2012	Employed,	ON	Male	29	No	14	45	Some PS	15-29	32760
2012	Employed,	QC	Female	34	No	9.75	5	HS Dropout	45-59	2535
2012	Employed,	ON	Male	7	No	10	40	HS Grad	15-29	20800
2012	Employed,	ON	Female	2	No	13	20	Some PS	15-29	13520
2012	Employed,	QC	Female	79	NA	NA	50	Some PS	45-59	NA
2012	Employed,	BC	Male	34	Yes	22	37.5	Some PS	15-29	42900
2012	Employed,	AB	Male	25	No	18	40	HS Grad	30-44	37440
2012	Employed,	BC	Female	9	No	9.5	40	HS Grad	15-29	19760
2012	Employed,	BC	Male	75	No	26.5	40	Some PS	15-29	55120
2012	Employed,	BC	Female	240	No	30	36	Ba or More	45-59	56160
2012	Employed,	BC	Male	9	No	16.5	40	Some PS	45-59	34320
2012	Employed,	QC	Male	177	No	11.25	40	HS Dropout	45-59	23400
2012	Employed,	ON	Male	19	No	20	40	HS Grad	15-29	41600
2012	Employed,	BC	Female	34	NA	NA	15	Ba or More	30-44	NA
2012	Employed,	BC	Female	187	No	20.86	40	Some PS	60+	43388.8
2012	Employed,	ON	Male	15	No	10.75	38	Ba or More	30-44	21242
2012	Employed,	ON	Female	19	No	21	30	Some PS	30-44	32760
2012	Employed,	QC	Female	56	No	18	40	Some PS	30-44	37440
2012	Employed,	QC	Female	91	No	36.81	35	Some PS	45-59	66994.2
2012	Employed,	ON	Female	75	No	11.5	8	HS Grad	15-29	4784
2012	Employed,	ON	Female	2	NA	NA	60	Some PS	30-44	NA
2012	Employed,	BC	Female	27	Yes	24.61	35	Some PS	45-59	44790.2
2012	Employed,	BC	Male	6	No	26	40	HS Dropout	30-44	54080
2012	Employed,	ON	Female	51	Yes	11.48	40	HS Grad	45-59	23878.4
2012	Employed,	QC	Male	8	NA	NA	40	Some PS	45-59	NA
2012	Employed,	ON	Female	240	Yes	44.71	40	Ba or More	45-59	92996.8
2012	Employed,	ON	Female	162	No	11.25	40	HS Dropout	45-59	23400
2012	Employed,	AB	Female	97	No	48.08	40	HS Grad	45-59	100006.4
2012	Employed,	QC	Male	10	Yes	9.65	4	Some PS	15-29	2007.2
2012	Unemployed	BC	Male	NA	NA	NA	NA	Some PS	45-59	NA
2012	Employed,	AB	Female	68	Yes	9.52	70	Ba or More	45-59	34652.8
2012	Employed,	QC	Female	50	Yes	27.03	37.5	Some PS	30-44	52708.5
2012	Employed,	ON	Female	14	No	14.75	40	Ba or More	15-29	30680
2012	Employed,	QC	Female	128	No	22.35	37	Some PS	30-44	43001.4
2012	Employed,	ON	Female	187	Yes	31.73	40	Some PS	60+	65998.4
2012	Employed,	AB	Male	240	No	29.33	40	HS Grad	45-59	61006.4
2012	Employed,	ON	Female	55	Yes	7.16	40	Some PS	15-29	14892.8
2012	Employed,	ON	Female	67	Yes	43.59	30	Ba or More	30-44	68000.4
2012	Employed,	ON	Male	10	No	15.7	40	HS Grad	15-29	32656
2012	Unemployed	AB	Male	NA	NA	NA	NA	HS Grad	15-29	NA
2012	Employed,	AB	Male	62	NA	NA	10	HS Dropout	45-59	NA
2012	Employed,	BC	Male	207	No	62.5	40	HS Grad	45-59	130000
2012	Employed,	ON	Male	240	Yes	46.15	37.5	Some PS	45-59	89992.5
2012	Employed,	QC	Male	120	No	43.27	40	Ba or More	30-44	90001.6
2012	Employed,	BC	Female	54	No	34.87	37.5	Ba or More	45-59	67996.5
2012	Employed,	ON	Male	100	No	40.87	40	HS Grad	45-59	85009.6
2012	Unemployed	BC	Female	NA	NA	NA	NA	Some PS	15-29	NA
2012	Employed,	ON	Male	9	Yes	18	6	HS Grad	15-29	5616
2012	Employed,	ON	Female	65	No	12	33	HS Dropout	45-59	20592
2012	Employed,	ON	Female	49	No	15	15	Some PS	30-44	11700
2012	Employed,	QC	Female	7	No	17	40	Some PS	15-29	35360
2012	Employed,	BC	Female	5	No	9.5	8	HS Dropout	15-29	3952
2012	Employed,	ON	Male	240	Yes	29	40	Some PS	60+	60320
2012	Employed,	ON	Male	2	No	15	48	Some PS	45-59	37440
2012	Employed,	QC	Male	39	NA	NA	40	HS Dropout	45-59	NA
2012	Employed,	BC	Female	6	No	9	20	HS Dropout	15-29	9360
2012	Employed,	ON	Female	240	NA	NA	10	HS Dropout	45-59	NA
2012	Employed,	AB	Female	14	NA	NA	30	Some PS	45-59	NA
2012	Employed,	ON	Male	161	Yes	22	40	Some PS	60+	45760
2012	Employed,	ON	Female	55	Yes	35	35	Ba or More	15-29	63700
2012	Employed,	ON	Female	134	Yes	12.22	30	HS Grad	45-59	19063.2
2012	Employed,	BC	Male	7	No	14	30	Some PS	15-29	21840
2012	Employed,	ON	Male	7	No	20	40	HS Grad	15-29	41600
2012	Employed,	BC	Male	6	No	25	40	HS Dropout	15-29	52000
2012	Employed,	ON	Male	240	Yes	26.4	40	HS Grad	45-59	54912
2012	Employed,	QC	Female	83	Yes	18.94	37.5	HS Dropout	30-44	36933
2012	Employed,	AB	Male	7	No	27.69	50	HS Grad	30-44	71994
2012	Employed,	BC	Male	49	No	14	33	HS Grad	30-44	24024
2012	Employed,	QC	Male	173	Yes	16.94	38.8	Some PS	45-59	34178.144
2012	Employed,	BC	Female	154	Yes	20.19	40	Some PS	30-44	41995.2
2012	Employed,	QC	Male	56	Yes	21.47	32	Some PS	15-29	35726.08
2012	Employed,	QC	Male	240	No	16	40	Some PS	45-59	33280
2012	Employed,	QC	Male	71	Yes	33.85	37.5	Some PS	15-29	66007.5
2012	Employed,	QC	Male	218	No	27.65	40	HS Grad	30-44	57512
2012	Employed,	QC	Female	16	NA	NA	25	HS Grad	45-59	NA
2012	Employed,	ON	Female	173	No	13.5	40	HS Dropout	45-59	28080
2012	Employed,	QC	Male	234	No	21.5	40	Ba or More	30-44	44720
2012	Employed,	ON	Female	7	No	11	37.5	Some PS	45-59	21450
2012	Employed,	ON	Male	175	Yes	30.24	40	Some PS	45-59	62899.2
2012	Employed,	ON	Male	81	Yes	43	37.5	Some PS	30-44	83850
2012	Employed,	ON	Male	239	NA	NA	80	Ba or More	45-59	NA
2012	Employed,	ON	Male	240	Yes	43.27	40	Some PS	45-59	90001.6
2012	Employed,	BC	Male	236	No	24	42	HS Grad	30-44	52416
2012	Employed,	QC	Male	19	No	16	27	Some PS	15-29	22464
2012	Employed,	QC	Female	34	No	13.5	40	HS Dropout	15-29	28080
2012	Employed,	ON	Male	3	No	12	40	Ba or More	15-29	24960
2012	Employed,	ON	Male	45	No	14.5	39	HS Grad	15-29	29406
2012	Employed,	QC	Female	15	No	9.65	27.5	Some PS	15-29	13799.5
2012	Employed,	BC	Female	240	No	23.15	40	Some PS	30-44	48152
2012	Employed,	ON	Male	168	NA	NA	40	HS Grad	45-59	NA
